0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
70.7915,70.4317,71.0152,51.5153,68.4433,70.4108,40.1040,25.4247,68.1112,-10.7221,25.8661,39.1663,0.6500,79.8700,80.5000,78.2500,79.6900,26.0723,23109000,0.0000,1.0000
23.5301,23.6542,23.1171,164.2227,26.5069,23.5021,71.3290,70.6691,78.9194,-9.1760,67.4989,31.0619,3.9700,55.4300,55.6600,55.0000,55.4300,52.2473,18928810,0.0000,1.0000
26.3838,26.3125,26.2645,19.4565,41.3299,26.2604,24.2282,29.3049,35.8993,-15.3846,42.2535,40.4447,-3.5050,63.6300,64.7000,63.1700,63.9500,20.9226,28850900,0.0000,1.0000
65.6219,65.4583,66.1114,92.9813,30.2602,65.1742,26.3998,27.0740,33.5356,-50.9595,21.3550,35.7412,-0.9300,71.9700,72.8900,71.8100,72.2800,70.3155,29507429,0.0000,1.0000
80.6093,80.2067,79.9943,40.3497,109.5654,80.0817,66.3953,27.6815,89.0571,-39.4786,48.5393,38.1747,5.5300,22.7900,22.9000,22.5200,22.5600,16.9384,100071200,0.0000,1.0000
54.8123,54.7050,54.9500,71.6364,52.2352,54.7250,82.9107,43.8399,32.7563,-9.8712,21.1277,27.2343,-2.8800,26.7900,27.2150,26.6800,27.0950,23.3300,42046100,0.0000,1.0000
62.4335,62.2500,62.9667,22.5256,164.8065,62.5192,54.2000,46.9875,71.7184,-12.8205,40.9930,55.8739,1.5900,49.0200,49.0500,47.5700,47.9800,43.7170,42884795,0.0000,1.0000
70.5249,70.4617,70.7595,26.1835,19.3160,70.3783,62.9163,69.3819,78.7546,-17.7377,33.9683,36.3564,4.8500,19.2100,19.2500,18.5100,18.8300,14.8007,72725500,0.0000,1.0000
23.0385,22.9883,22.9205,67.4139,91.2517,22.9975,70.6905,25.9579,85.4704,-97.2973,28.7470,28.2460,3.0000,60.5000,61.6200,59.6200,61.3200,20.0622,39570700,0.0000,1.0000
27.0147,27.0600,27.0867,79.2851,40.3771,27.1850,23.0805,26.0447,15.5086,-47.7273,51.2360,41.0518,-0.9200,37.4200,37.4500,36.6200,36.6900,32.5443,40066100,0.0000,1.0000
48.7639,48.9933,48.7957,55.2949,72.1548,48.9125,26.9500,53.1177,42.0755,-83.4343,49.1831,20.8069,-0.0300,40.4800,40.7050,39.6000,39.7900,35.5581,41977500,0.0000,1.0000
19.2285,19.2533,19.3462,63.6774,22.2543,19.3508,48.6636,24.2692,58.2433,-76.1194,23.0456,38.2445,0.2100,31.8000,32.6800,31.7700,32.6100,28.3089,59116400,0.0000,1.0000
58.8357,58.6217,59.0929,71.3312,26.1536,58.2617,18.4569,69.4223,57.3145,-4.9020,41.7229,27.2483,0.6700,56.9800,58.0000,56.7800,57.8400,18.9236,41461100,0.0000,1.0000
37.9253,38.1183,37.9205,22.7186,67.8446,38.1875,56.6947,26.4753,70.8972,-96.9298,48.8954,27.4160,2.6300,26.9300,26.9800,26.7600,26.8400,21.8863,36264200,0.0000,1.0000
40.0513,40.1533,40.3652,27.0333,79.5604,40.2458,37.9860,40.8402,31.7570,-57.6923,16.5100,43.4766,-1.4300,25.3600,25.4900,25.2600,25.3100,18.7563,49104100,0.0000,1.0000
31.1618,31.1683,31.4605,48.8222,55.3829,31.1883,39.5543,30.0804,70.7620,-8.9844,19.0676,50.2770,2.2200,46.7800,47.0800,46.3000,46.6100,43.3318,31485511,0.0000,1.0000
55.9976,56.1800,56.1510,19.4629,64.1327,56.1408,31.4092,108.8024,85.6199,-4.3360,38.4501,18.7175,2.1800,90.0000,90.8700,89.3100,89.8700,29.4029,35285200,0.0000,1.0000
26.2440,25.9650,26.3138,60.1110,71.5919,25.9392,54.4735,48.7648,62.7773,-10.3286,31.3651,33.4980,2.7400,95.1900,95.6200,93.2500,94.0600,30.7737,19837400,0.0000,1.0000
25.4619,25.4183,25.4238,37.7315,22.7821,25.4358,26.1846,160.7254,79.5790,-91.2281,26.9187,39.6178,1.7200,25.7400,26.4400,25.6700,26.1900,21.4830,69200000,0.0000,1.0000
46.7775,46.7017,46.7629,40.7006,27.0129,46.7325,25.5377,19.9313,38.7380,-48.1375,30.9001,19.8826,-0.3400,27.0400,27.0700,26.8400,26.8600,19.7817,85808600,0.0000,1.0000
91.4798,91.9983,91.8410,31.9209,48.6285,92.4825,46.9096,100.7587,50.9858,-90.5724,54.8961,20.9675,-0.0400,77.6200,79.5000,77.4400,78.5000,25.6830,35308600,0.0000,1.0000
104.2543,93.1233,93.7167,56.3353,19.3900,93.1600,91.1821,40.1899,42.1505,-20.1290,60.8161,53.1397,-1.5600,25.0400,25.3500,24.8900,25.0300,20.2846,87160400,0.0000,1.0000
25.5903,25.4550,25.5771,26.6436,60.4083,25.4958,105.4484,69.8816,22.3924,-14.5349,32.2615,33.1566,-83.7500,25.7500,26.0700,25.7400,25.8500,19.1565,75421100,0.0000,1.0000
27.6209,27.7083,27.3195,25.3869,37.5013,27.4892,25.3272,24.0372,56.6037,-99.4048,52.6883,23.1613,0.2800,26.0100,26.0400,25.4400,25.5400,21.3783,70977500,0.0000,1.0000
78.5522,78.5400,78.4148,46.7823,40.7850,78.6967,27.8661,26.4287,24.0278,-65.6168,13.2573,31.2316,-2.8450,24.2000,24.4300,23.7100,23.8100,18.8349,67820000,0.0000,1.0000
24.3600,24.2633,24.3795,91.3888,32.0600,24.1825,78.2118,65.0430,41.1151,-19.8758,13.8042,44.0148,-3.0700,22.3100,22.6900,22.0000,22.5600,17.8461,73023400,0.0000,1.0000
25.5925,25.5700,25.6786,87.1638,56.3309,25.5925,24.1924,80.2232,77.7422,-12.5000,20.5799,46.8126,0.8000,27.6100,27.9100,27.3000,27.7100,21.3967,66787100,0.0000,1.0000
26.4159,26.4950,26.4247,25.6285,26.9515,26.5750,25.6090,54.7003,70.3122,-93.8838,63.1709,36.2830,0.7200,38.2100,38.9800,38.1200,38.9400,34.5400,51983600,0.0000,1.0000
23.8506,23.8167,23.7276,27.0245,25.3675,23.5917,26.4099,61.6044,32.4404,-65.6357,28.7956,55.0498,-0.5800,35.1000,35.2725,34.7200,34.8500,30.4610,48702400,0.0000,1.0000
23.1294,23.3967,23.1167,78.1851,46.7651,23.4542,24.1764,70.1515,57.9284,-75.6522,54.0240,16.9010,-0.4400,46.8600,47.6200,46.5600,47.4200,15.5145,41656000,0.0000,1.0000
27.8320,27.7900,27.7281,24.5856,91.1575,27.7158,23.5326,22.8841,20.8294,-56.0345,26.7150,17.2934,-1.2900,79.5000,79.7500,78.4400,78.9400,25.8269,25590300,0.0000,1.0000
37.9584,37.9000,38.0233,25.8032,86.8558,37.9108,28.3501,27.0179,37.3523,-2.4540,34.7166,25.7062,-0.7200,29.6900,29.7400,29.3300,29.4800,22.2909,72722100,0.0000,1.0000
34.1845,33.9850,34.3548,26.2907,25.7035,33.9692,37.5588,49.1882,71.0213,-17.0880,20.7686,54.5229,0.2800,56.5200,57.2900,56.5100,56.7600,53.8822,28078995,0.0000,1.0000
48.0057,48.0050,47.6362,23.8350,26.7829,47.8975,34.4101,19.3635,87.8463,-76.1773,22.5933,30.8964,2.4900,24.2900,24.8000,23.7000,24.6300,16.1690,56853200,0.0000,1.0000
79.1952,79.5550,79.1967,22.8103,77.7712,79.2458,49.5084,58.4947,24.2056,-69.1901,28.6487,54.2499,-1.8700,57.5000,58.1300,56.4400,56.6900,18.5473,39900400,0.0000,1.0000
29.6378,29.6767,29.7333,27.6092,24.7495,29.7500,78.3354,38.3284,56.0654,-72.2261,44.2964,27.5313,0.6300,28.9500,28.9800,28.5000,28.7900,24.9927,56906600,0.0000,1.0000
55.7835,55.8183,56.1781,38.1902,25.8620,55.9708,29.4719,39.8952,64.3067,-12.1560,29.5937,34.5902,0.5550,27.2700,27.6900,27.2333,27.5800,18.2588,61529300,0.0000,1.0000
30.4326,32.0267,27.7924,34.8240,26.2082,30.2550,55.8785,30.9346,88.8299,-96.2500,43.5145,22.9018,2.8200,54.0700,54.1300,53.2700,53.5100,49.7465,55283697,0.0000,1.0000
58.0165,57.8450,58.2800,46.9261,23.8153,58.4283,28.4092,56.0698,6.8131,-65.4070,59.0330,22.9131,-22.2600,35.2900,35.7900,35.0800,35.5200,27.2201,59345000,0.0000,1.0000
28.8784,28.8833,28.8714,79.2677,22.5434,28.8417,58.4759,25.6874,45.6884,-58.5714,53.8059,39.2972,1.1900,54.8700,55.7400,54.2200,55.4700,18.1482,35835100,0.0000,1.0000
27.2659,27.2450,27.2462,29.8029,27.6600,27.2508,28.5747,25.4884,56.4963,-22.8571,23.6600,48.1682,-0.6200,67.2100,67.5400,66.2600,67.4500,22.0677,27099200,0.0000,1.0000
53.9726,54.0508,54.2033,56.7316,38.2326,54.1821,27.3231,46.8139,48.1234,-70.6731,57.5832,31.9940,-0.1900,107.0600,109.6900,105.8700,106.0000,34.6802,28174900,0.0000,1.0000
34.8636,34.8633,34.9248,23.5924,35.0274,34.8550,53.2280,91.6450,65.1517,-19.6319,52.3636,35.4393,1.2200,84.1900,85.0600,83.4400,84.9400,13.8950,8070400,0.0000,1.0000
56.5144,57.0517,56.4790,58.1357,47.0071,57.0608,34.5369,104.7301,69.6218,-73.6287,64.1028,52.0253,0.6800,20.8900,21.0000,20.2800,20.3000,15.7381,90162300,0.0000,1.0000
66.8189,66.4733,66.5462,28.9305,78.9866,66.2508,56.4430,25.4465,32.4299,-3.6145,21.3008,58.0219,-2.7300,57.6100,57.6200,57.2700,57.4400,54.8695,20523493,0.3600,1.0000
109.0477,108.2383,108.6148,27.2360,29.7775,108.5250,67.2177,28.0987,49.4411,-70.0000,20.3902,30.1559,0.9500,20.4100,20.6900,20.2200,20.3800,16.1216,47450700,0.0000,1.0000
82.3397,81.7917,82.1848,54.5197,56.7274,81.6033,110.7816,79.2317,40.4824,-2.2346,22.2678,60.9164,-4.4400,88.6700,89.7800,88.4500,89.6000,88.0725,24000439,0.0000,1.0000
21.6084,21.7575,21.4381,35.0885,21.8216,21.6696,84.1704,24.1163,54.6294,-99.3464,52.5986,42.2126,1.7500,62.3200,63.6300,62.0800,62.2000,20.3501,32254700,0.0000,1.0000
57.8151,58.0017,57.9243,55.9681,58.3802,58.0250,22.2394,25.4803,32.5788,-86.1789,19.8652,53.3687,-2.2400,98.3100,99.2500,97.9100,98.9500,98.1354,22158528,0.0000,1.0000
20.2240,20.1937,20.3058,66.4857,28.8980,20.2069,57.8195,26.5228,54.1514,-33.6449,33.0907,26.1006,-0.4450,26.3100,26.3500,25.8100,25.8300,17.0501,69367800,0.0000,1.0000
88.0079,88.1950,88.2914,108.1405,27.2327,88.2100,20.0670,23.9885,64.2521,-7.0866,23.2716,29.1968,0.9000,109.0000,112.3700,108.9400,111.8700,18.3003,14686000,0.0000,1.0000
60.1933,59.8667,60.6467,82.4731,54.2552,59.9708,87.8719,23.5526,73.7838,-17.8750,33.6623,22.4925,2.0800,30.9400,31.1800,30.7300,30.7800,26.2798,32775800,0.0000,1.0000
97.9008,97.9275,98.0731,21.1140,35.0994,98.0137,59.2748,27.7028,78.1556,-10.2389,46.6820,56.8480,5.9800,41.5500,41.5800,40.3500,40.4000,36.8105,78004944,0.0000,1.0000
26.3966,26.4233,26.3548,57.9782,55.4110,26.4033,97.2136,37.8815,60.2675,-97.8022,22.9432,22.2688,1.3100,25.2600,25.4000,25.1000,25.3100,20.5115,56283600,0.0000,1.0000
109.6188,110.4267,110.0981,20.4201,66.7836,110.3908,26.7338,33.8537,34.8917,-39.7241,43.5494,31.7984,-0.1700,125.1200,128.1300,124.3100,128.0600,20.9488,6583900,0.0000,1.0000
30.7617,30.7033,30.7976,88.6180,108.2771,30.7625,108.4290,47.6635,50.5749,-50.4348,32.6362,27.4828,-0.1900,67.9500,67.9600,66.0100,66.8800,21.8812,28423400,0.0000,1.0000
43.0768,43.7550,42.6248,61.7102,83.5619,43.4867,30.4253,79.7733,60.8433,-99.2898,45.8962,38.6658,0.4900,73.5000,74.0400,73.4500,73.8600,71.8525,21769229,0.0000,1.0000
25.2186,25.2983,25.3310,98.2920,20.9382,25.3542,44.1504,29.6811,25.0205,-60.3774,37.1855,56.3532,-4.8300,60.0000,60.0600,56.0600,56.6900,18.5473,45280400,0.0000,1.0000
118.5386,116.8017,119.5710,26.2696,57.7857,116.5525,25.2090,55.8783,60.9176,-0.3671,13.3416,18.8351,0.6100,102.0900,102.4100,99.5200,100.3900,100.3900,38162081,0.0000,1.0000
69.6442,70.2667,69.3890,110.1988,20.5088,70.3892,118.8120,33.6366,86.7364,-87.2807,42.5089,51.3644,15.5600,82.3700,83.6900,80.4100,82.0600,26.8477,30440300,0.0000,1.0000
72.3272,72.3033,72.7648,30.8618,88.6467,72.3742,70.0899,57.3107,32.5940,-5.1576,44.3863,25.7829,-5.7500,50.4900,50.5850,50.0000,50.0700,47.1950,17951598,0.0000,1.0000
60.9550,60.5517,59.5210,41.5503,62.0350,59.5933,72.9305,28.9610,85.4457,-87.4267,28.3104,39.4841,3.5000,25.3900,26.5100,25.2100,25.7500,16.9043,51758100,0.0000,1.0000
85.2386,85.6033,85.3495,25.3980,98.3034,86.3175,61.9808,27.2744,35.4282,-80.6565,46.1615,25.9377,-9.3700,88.1200,89.1200,86.4400,87.1200,28.5032,34692700,0.0000,1.0000
50.2984,50.0767,50.1057,122.9701,26.2612,50.0117,89.9439,54.5377,30.1312,-52.7132,42.5023,18.6623,0.2500,24.3300,25.0000,24.0900,24.2900,18.1667,174800900,0.0000,1.0000
25.6506,25.8750,25.7300,68.5221,109.8316,25.9008,50.7343,34.9101,42.2450,-55.4745,70.9173,44.1075,1.1400,30.5000,31.3600,30.4600,31.3450,26.7622,48371700,0.0000,1.0000
89.4637,89.9567,89.0333,73.4307,30.9009,89.5867,25.5323,57.4662,44.9733,-69.8795,41.4421,44.3109,-0.5900,65.2400,65.9900,64.7500,65.8300,21.5377,16337700,0.0000,1.0000
25.7058,26.1317,25.6024,58.5157,40.9952,26.3533,89.9283,66.2773,41.1530,-92.0110,53.2699,22.1104,-4.6300,55.5000,58.7500,55.0000,58.0600,18.9956,47788100,0.0000,1.0000
30.4727,30.4920,30.4482,83.9425,25.3867,30.4835,25.3742,108.3442,7.8452,-1.2397,48.3075,34.8812,-2.8400,28.0700,28.2402,27.5000,28.1600,20.9908,65794400,0.0000,1.0000
65.5944,65.6783,65.3976,49.8665,124.7948,65.6550,30.3360,80.8146,50.5910,-32.4885,50.5808,36.8794,-0.2000,55.1000,56.3000,54.9000,55.9200,18.2954,33865100,0.0000,1.0000
57.0101,56.6683,55.9781,25.6871,67.7290,56.7258,66.2333,21.9169,37.2433,-29.5758,52.1170,59.0504,-2.0600,78.6200,79.8700,77.5000,78.9400,25.8269,26193700,0.0000,1.0000
27.7438,27.7150,27.8705,88.2879,73.7327,27.7067,59.1147,58.1589,32.3529,-8.5714,25.9933,37.4362,-2.5600,24.2000,25.2900,24.0900,25.1100,20.3494,114680400,0.0000,1.0000
54.5978,54.6200,54.8605,24.8858,58.2620,54.7533,27.8370,20.0421,84.9444,-11.1111,32.8505,42.5852,0.9200,53.4500,54.6000,53.4000,54.3500,51.2293,31691742,0.0000,1.0000
79.7298,78.4667,78.4181,30.4216,84.4329,77.7383,54.7266,87.9924,63.8343,-35.7838,28.9827,37.1493,2.8000,47.0100,47.0300,46.5300,47.0100,43.7037,27189370,0.0000,1.0000
24.0880,24.1300,24.1195,65.0452,50.2063,24.1150,79.8631,59.7695,36.8782,-11.6129,21.2779,62.1181,-3.5000,54.9200,56.0100,54.6800,55.8000,18.2562,40258700,0.0000,1.0000
52.7938,52.7883,52.9543,54.2982,25.5139,52.8192,24.0551,97.8968,56.1620,-7.2674,37.3204,56.5680,0.3200,32.5100,32.5500,32.2100,32.2300,28.3720,39464100,0.2300,1.0000
46.6967,46.8683,46.8548,28.1462,87.8055,46.8658,52.2856,26.4097,66.1330,-50.9615,45.7178,31.2990,2.6500,26.1500,26.3100,26.1000,26.1500,19.4925,49044600,0.0000,1.0000
53.8269,53.4300,53.7795,55.0981,24.4438,53.2600,45.9201,110.2525,64.8850,-4.4211,61.6440,27.2331,-0.0900,53.8400,53.9900,53.5800,53.7400,51.0153,24545520,0.0000,1.0000
32.3047,32.1783,32.3710,77.3533,30.3857,32.2575,54.4182,30.6890,67.9683,-46.1538,27.8493,22.4832,1.6400,23.5650,25.1100,23.3100,23.9300,18.5523,133673100,0.0000,1.0000
26.4758,26.4967,26.4181,24.1318,64.9737,26.5242,32.1737,44.0494,57.7639,-93.3333,46.4110,23.5960,0.6100,30.1400,30.2300,30.0300,30.1900,22.8278,102783700,0.0000,1.0000
52.7936,52.6650,53.0943,53.1812,54.2868,52.6800,26.6131,25.2343,16.8498,-8.5616,32.5787,27.7192,-0.7200,105.4000,105.8200,104.5150,104.9100,104.0464,21786912,0.0000,1.0000
23.6748,23.4283,23.6007,47.0893,28.1568,23.7671,53.0889,115.6037,85.4211,-35.4331,16.7366,45.2692,3.0600,67.5100,68.3000,66.4000,68.0200,22.2542,54177200,0.0000,1.0000
29.6109,29.4742,29.6569,54.1841,55.2817,29.4908,24.2165,71.0650,45.9117,-2.7972,38.8197,63.0251,-0.2000,86.8700,88.1200,80.3700,81.0000,26.5009,37694500,0.0000,1.0000
103.1303,102.8892,103.5441,32.4920,78.5151,102.6288,29.4628,71.8186,77.5869,-19.2797,25.0611,23.6652,1.1800,23.1000,23.2300,23.0300,23.1500,17.3814,67314800,0.0900,1.0000
70.3219,71.2250,70.3248,26.2529,24.1796,71.3800,102.7267,61.5258,78.0025,-77.9592,35.1761,50.8064,5.5150,39.5400,39.8500,39.3700,39.5400,35.3347,29647600,0.0000,1.0000
89.9577,89.7983,88.8595,53.7013,53.3051,89.7675,70.6737,84.1348,28.5922,-95.2453,55.1571,36.2877,-4.6100,26.4000,26.4500,26.0400,26.1200,19.2367,92180800,0.0000,1.0000
23.5016,23.5383,23.4071,23.3422,46.9379,23.5742,97.1354,49.5786,23.7099,-93.9086,34.5698,15.8128,-7.3800,27.1800,27.4700,27.1200,27.4400,20.6777,66233900,0.0000,1.0000
39.5702,39.5367,39.4305,29.8334,54.5723,39.4250,23.8384,25.9831,17.3302,-43.7158,23.9292,41.2548,-0.5600,28.1200,28.2000,27.8800,28.0700,22.8893,21652800,0.0000,1.0000
26.6408,26.6633,26.6205,104.6438,32.6477,26.6825,39.5918,90.3963,43.3587,-90.5882,36.3322,21.9491,-0.7001,26.6000,26.8600,26.5400,26.8000,19.7375,70376600,0.0000,1.0000
26.9222,26.9967,26.9929,69.4286,26.2287,26.9508,26.8137,26.4006,23.5850,-3.0303,41.3740,39.9455,-0.4600,32.9900,33.4000,32.8300,33.3200,29.3315,64099900,0.0000,1.0000
27.9226,27.9700,27.9990,85.9838,53.9523,27.9550,26.8868,30.5441,73.9455,-45.8333,35.6667,57.1919,0.4400,32.1000,32.1600,31.9200,31.9900,26.9543,34628400,0.0000,1.0000
26.7743,26.7983,26.7729,23.0819,23.4517,26.8233,27.8757,65.7023,80.9321,-53.5714,74.9568,25.3671,0.3600,33.6400,34.1500,33.5500,34.0800,29.7880,59382900,0.0000,1.0000
32.9018,32.9750,33.0895,39.3589,29.9830,33.0242,26.9250,56.8291,24.3228,-18.0905,23.1065,32.1344,-0.1500,90.2500,92.1200,88.1200,91.5600,29.9558,38065900,0.0000,1.0000
31.9011,31.9450,31.9252,26.5422,105.2477,31.8450,33.0182,27.7679,57.8280,-47.3684,28.3211,31.2362,1.0900,108.4400,110.5000,108.3700,110.0000,17.9944,7092200,0.0000,1.0000
33.1831,33.0133,33.1691,27.1289,68.5471,32.9284,31.4483,54.2577,65.1187,-3.8251,50.4312,37.6771,0.1700,56.2900,56.8500,56.0600,56.5500,52.9300,27731403,0.0000,1.0000
94.3644,94.6350,93.4614,28.1390,88.0054,94.4267,32.9845,77.2155,74.2214,-71.1893,40.0584,35.4704,0.5733,32.7400,33.2400,32.6300,32.7700,25.1127,54801500,0.0000,1.0000
109.2889,109.5833,110.0214,26.7129,23.1569,110.3383,96.1909,24.0008,20.3566,-53.9160,71.0938,71.0411,-8.2500,97.3600,97.4000,96.6150,97.1500,96.3502,17384742,0.4200,1.0000
55.7122,55.5117,55.7090,33.2193,39.3209,55.5442,108.1959,52.6016,50.4053,-11.4338,38.7447,29.0768,3.1300,29.2000,29.3500,27.8800,28.0200,22.2874,281761000,0.0000,1.0000
33.4255,33.3983,33.3519,32.0507,26.5025,33.5225,54.7266,47.0600,62.9271,-90.6040,35.4572,23.5418,0.5200,28.0000,28.2800,27.5700,28.0200,22.3840,80960100,0.0000,1.0000
97.0604,97.2983,97.4462,33.4390,27.0979,97.4942,33.6914,53.2056,28.7485,-42.3077,31.9094,43.9290,-1.3500,100.1200,105.6200,99.6200,105.4400,17.2485,16563400,0.0000,1.0000
27.1618,26.9300,27.2633,91.6215,28.0930,26.6992,97.1666,32.0110,61.4613,-39.0029,48.1756,45.1035,1.5144,97.4600,97.9500,97.0500,97.9100,96.6860,22388119,0.0000,1.0000
28.5163,28.5500,28.3205,110.1947,26.6902,28.4442,27.3881,26.4768,92.5333,-80.8511,56.0345,71.2985,3.3000,27.6500,27.8400,27.0400,27.1100,21.8553,87991100,0.0000,1.0000
98.4464,96.4150,97.7505,55.9186,33.3309,97.0875,28.8723,52.4111,21.8383,-1.0073,44.3630,48.3359,-1.8400,43.0000,43.1100,42.1500,42.3600,38.8709,36248785,0.0000,1.0000
95.8137,95.1276,95.8715,33.1209,32.0223,95.1772,96.1291,23.3816,50.9587,-0.7273,17.4054,31.7409,2.7500,53.1700,53.5300,52.8500,52.9700,49.5792,31546754,0.3600,1.0000
28.5712,28.7700,28.5238,97.7053,33.4464,28.8600,95.3908,29.3528,66.7715,-97.3978,22.1632,40.0839,2.4700,25.5000,25.6100,25.1200,25.4400,20.5090,72808100,0.0000,1.0000
43.2901,43.4067,43.2162,27.9284,91.0935,43.3600,28.7706,102.1777,12.7789,-89.7561,30.6442,53.2998,-1.3300,80.7500,81.0200,79.4400,79.8700,26.1312,21393100,0.0000,1.0000
53.3580,53.4283,53.2671,28.0313,109.9926,53.3708,43.2248,71.7770,34.3212,-73.6527,46.1226,45.0199,-0.9900,30.0000,30.1400,29.8100,30.1100,24.0536,59431200,0.0000,1.0000
24.7719,24.6367,24.8776,97.5563,55.9980,24.5900,53.1939,85.3128,47.7057,-8.5000,55.2515,38.0701,-1.3800,84.3100,86.6200,83.8700,86.4400,28.2807,30223500,0.0000,1.0000
80.6495,80.0917,80.1495,96.5446,33.0290,80.0133,24.6054,23.2627,71.5027,-36.1266,30.2608,20.6998,1.8000,140.3800,143.8100,139.3800,143.5600,23.4844,8735000,0.0000,1.0000
29.4560,29.4450,29.5929,28.1108,97.7019,29.4450,82.8726,39.6741,40.2560,-2.6316,24.7074,22.6698,-0.6900,74.7100,74.7400,73.6400,73.9400,72.3135,21593192,0.0000,1.0000
84.4060,84.6350,84.4457,43.0772,28.2936,84.6042,29.4068,26.6932,82.1022,-4.1763,55.2585,25.3175,1.1000,23.3000,23.6800,22.9500,23.0100,18.5500,81050500,0.0000,1.0000
137.4044,136.8667,138.3419,53.2151,27.9820,136.9292,85.1971,27.0239,42.9091,-1.7030,36.1290,47.6498,1.3700,19.0900,19.3000,18.5200,19.2400,15.0151,96169800,0.0000,1.0000
73.5834,73.3200,73.6276,25.1307,98.6937,73.1275,134.9798,28.0454,77.3242,-35.0515,29.0965,51.1569,11.0700,57.9800,58.1900,57.6100,57.8900,55.2994,16930185,0.0000,1.0000
24.5154,24.7050,24.3019,79.7324,97.0243,24.7450,73.2557,26.7964,74.3534,-97.8799,37.2648,40.9052,1.9700,73.5800,73.8700,72.4000,72.4000,70.8074,21834250,0.0000,1.0000
19.5357,19.6083,19.4938,29.8753,27.9889,19.6508,24.2118,32.6380,13.4651,-59.5506,45.5581,20.7506,-2.8600,68.7500,69.3100,67.6200,68.1200,22.2869,23390600,0.0000,1.0000
57.9845,58.0033,58.0495,84.1920,42.9172,58.0267,19.7314,31.9928,34.7661,-74.3119,63.3074,49.3497,-1.1000,166.3800,169.8800,166.0000,166.8100,27.2877,18437300,0.0000,1.0000
73.0941,72.8467,73.1829,140.3614,52.9514,72.9442,57.8820,33.2417,56.8327,-60.2837,27.4085,34.6974,0.3800,26.9790,27.2900,26.9400,27.1100,20.2758,40342600,0.0000,1.0000
69.5984,69.7167,69.5095,74.0983,25.4525,69.8517,72.9447,94.9895,64.5674,-88.7387,47.2690,40.8476,1.3300,27.2500,27.2600,26.9700,27.1400,20.2305,45994800,0.0000,1.0000
169.6234,172.2200,171.5614,23.7714,80.2198,173.1625,69.9273,109.4343,23.2855,-91.8511,23.6572,38.7684,-1.2500,85.9000,85.9300,85.5500,85.7200,84.2587,9872795,0.0000,1.0000
26.9999,27.0015,27.0278,19.3558,29.9221,27.0249,166.1181,55.6132,50.2527,-56.5217,46.3454,49.1494,0.8800,29.3000,29.6400,29.0900,29.5900,25.2638,44206100,0.0000,1.0000
26.9379,26.9417,26.9824,58.1024,84.3599,26.8917,26.8869,33.5149,51.9833,-27.7778,25.3806,54.8256,0.1790,101.3700,102.5200,101.1200,101.8700,101.0314,26180792,0.0000,1.0000
85.7181,85.7517,85.6852,73.4293,140.8402,85.6358,26.7544,97.0229,68.4052,-36.4780,26.3585,33.0368,0.4800,42.7400,42.7700,42.1800,42.6000,38.8150,29670676,0.0000,1.0000
29.3678,29.2425,29.2867,69.1126,74.4071,29.2333,85.6331,26.6765,58.4149,-15.9574,25.1786,38.6220,-0.4500,29.3600,29.4000,29.0300,29.1300,22.0263,45606000,0.0000,1.0000
100.8565,100.9850,100.7648,172.0299,23.4318,100.8542,29.6181,28.5624,39.7119,-20.9677,18.1625,19.9857,-0.3800,17.3700,18.5900,17.3100,18.3300,14.4077,71600000,0.0000,1.0000
42.4070,42.2417,42.4062,27.0531,19.1985,42.2858,101.1086,96.1309,57.4152,-10.8883,40.9176,36.9090,0.2700,64.2300,64.4000,62.9100,63.8200,20.8801,20811000,0.0000,1.0000
29.3625,29.3367,29.3195,27.0910,58.1073,29.3325,42.6879,94.9973,49.7338,-73.8552,28.7464,24.2972,2.1500,44.2700,45.5700,43.9200,45.5700,42.3650,41839035,0.0000,1.0000
17.0942,17.0321,17.1817,85.8198,73.6514,17.0530,29.3678,28.6739,48.9539,-11.0638,26.1296,24.7324,-0.3300,24.7400,24.7400,24.5000,24.5900,19.9280,27587800,0.0000,1.0000
65.1082,65.0467,64.5333,29.2414,68.9385,64.7817,16.4049,43.6077,65.9567,-81.5789,16.0197,30.0356,0.3800,25.8800,25.9200,25.7300,25.7400,19.0750,64444500,0.0000,1.0000
44.1078,44.0967,44.1495,100.7447,170.0060,43.9717,64.7363,53.8625,21.7065,-0.0000,37.9222,17.9437,-4.3000,54.8100,56.9400,54.6300,55.8100,18.2594,37962000,0.0000,1.0000
24.5400,24.3617,24.5124,42.3102,27.0475,24.3817,43.6317,24.1755,55.3470,-16.4948,25.3331,41.7452,0.8200,24.6600,24.7000,24.3000,24.3200,17.9663,91923500,0.0000,1.0000
25.5295,25.4500,25.5929,29.3045,27.1796,25.4417,24.3646,79.8818,60.8043,-17.8161,32.7373,26.4723,0.2500,29.8400,29.8700,28.8900,29.1600,23.2947,117513700,0.0000,1.0000
55.3914,56.0850,55.7390,17.3887,85.6718,56.1533,25.5603,29.4062,81.5122,-58.7607,30.2708,35.5129,1.0400,46.8800,47.0900,46.0300,46.0400,41.6842,32777043,0.0000,1.0000
24.7023,24.7733,24.6810,63.9002,29.3128,24.7017,55.7739,84.0497,46.8319,-98.2609,36.6566,22.4828,-0.1300,92.3400,94.2700,92.2600,93.6400,92.4694,23901578,0.0000,1.0000
